,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes
20,MABMBM01CNM661S,2021-01-12,2021-01-12,"Broad Money, Index for China (DISCONTINUED)",1999-01-01,2013-12-01,Monthly,M,Index 2010=1,Index 2010=1,Seasonally Adjusted,SA,2014-03-12 10:54:11-05,1,4,"OECD descriptor ID: MABMBM01
OECD unit ID: IXOBSA
OECD country ID: CHN

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission."
21,MABMBM01CNA661S,2021-01-12,2021-01-12,"Broad Money, Index for China (DISCONTINUED)",1999-01-01,2013-01-01,Annual,A,Index 2010=1,Index 2010=1,Not Seasonally Adjusted,NSA,2014-03-12 10:54:11-05,1,4,"OECD descriptor ID: MABMBM01
OECD unit ID: IXOBSA
OECD country ID: CHN

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission."
22,MABMBM01CNQ661S,2021-01-12,2021-01-12,"Broad Money, Index for China (DISCONTINUED)",1999-01-01,2013-10-01,Quarterly,Q,Index 2010=1,Index 2010=1,Seasonally Adjusted,SA,2014-03-12 10:54:11-05,1,4,"OECD descriptor ID: MABMBM01
OECD unit ID: IXOBSA
OECD country ID: CHN

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission."
23,MSIM3P,2021-01-12,2021-01-12,Monetary Services Index: M3 (preferred) (DISCONTINUED),1967-01-01,2006-02-01,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted,SA,2013-05-17 09:01:12-05,3,3,"The MSI measure the flow of monetary services received each period by households and firms from their holdings of monetary assets (levels of the indexes are sometimes referred to as Divisia monetary aggregates).
Preferred benchmark rate equals 100 basis points plus the largest rate in the set of rates.
Alternative benchmark rate equals the larger of the preferred benchmark rate and the Baa corporate bond yield."
24,OCM2A,2021-01-12,2021-01-12,Real User Cost Index of MSI-M2 (alternative),1967-01-01,2013-12-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2014-01-17 07:16:41-06,3,3,"Preferred benchmark rate equals 100 basis points plus the largest rate in the set of rates.
Alternative benchmark rate equals the larger of the preferred benchmark rate and the Baa corporate bond yield."
25,MSIM1A,2021-01-12,2021-01-12,Monetary Services Index: M1 (alternative),1967-01-01,2013-12-01,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted,SA,2014-01-17 07:16:45-06,3,3,"The MSI measure the flow of monetary services received each period by households and firms from their holdings of monetary assets (levels of the indexes are sometimes referred to as Divisia monetary aggregates).
Preferred benchmark rate equals 100 basis points plus the largest rate in the set of rates.
Alternative benchmark rate equals the larger of the preferred benchmark rate and the Baa corporate bond yield."
26,EMVMONETARYPOL,2021-01-12,2021-01-12,Equity Market Volatility Tracker: Monetary Policy,1985-01-01,2020-12-01,Monthly,M,Index,Index,Not Seasonally Adjusted,NSA,2021-01-08 08:02:04-06,13,13,"The Equity Market Volatility tracker moves with the VIX and with the realized volatility of returns on the S&P 500.

For more information, see Baker, Scott, Nicholas Bloom and Steven Davis (2019), 'Policy News and Stack Market Volatility' (https://www.policyuncertainty.com/media/Policy%20News%20and%20Stock%20Market%20Volatility.pdf)"
27,MANMNM01INA661S,2021-01-12,2021-01-12,"Narrow Money, Index for India (DISCONTINUED)",1955-01-01,2013-01-01,Annual,A,Index 2010=1,Index 2010=1,Not Seasonally Adjusted,NSA,2014-03-12 10:51:48-05,2,3,"OECD descriptor ID: MANMNM01
OECD unit ID: IXOBSA
OECD country ID: IND

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission."
28,MANMNM01INQ661S,2021-01-12,2021-01-12,"Narrow Money, Index for India (DISCONTINUED)",1955-01-01,2013-10-01,Quarterly,Q,Index 2010=1,Index 2010=1,Seasonally Adjusted,SA,2014-03-12 10:51:46-05,1,3,"OECD descriptor ID: MANMNM01
OECD unit ID: IXOBSA
OECD country ID: IND

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission."
29,MANMNM01INM661S,2021-01-12,2021-01-12,"Narrow Money, Index for India (DISCONTINUED)",1955-01-01,2013-12-01,Monthly,M,Index 2010=1,Index 2010=1,Seasonally Adjusted,SA,2014-03-12 10:51:47-05,1,3,"OECD descriptor ID: MANMNM01
OECD unit ID: IXOBSA
OECD country ID: IND

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission."
30,MABMBM01EZM661S,2021-01-12,2021-01-12,"Broad Money, Index for the Euro Area (DISCONTINUED)",1970-01-01,2013-11-01,Monthly,M,Index 2010=1,Index 2010=1,Seasonally Adjusted,SA,2014-02-05 08:33:03-06,1,3,"OECD descriptor ID: MABMBM01
OECD unit ID: IXOBSA
OECD country ID: EA17

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission."
31,MABMBM01EZA661S,2021-01-12,2021-01-12,"Broad Money, Index for the Euro Area (DISCONTINUED)",1970-01-01,2012-01-01,Annual,A,Index 2010=1,Index 2010=1,Not Seasonally Adjusted,NSA,2014-02-05 08:33:04-06,1,3,"OECD descriptor ID: MABMBM01
OECD unit ID: IXOBSA
OECD country ID: EA17

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission."
32,MABMBM01EZQ661S,2021-01-12,2021-01-12,"Broad Money, Index for the Euro Area (DISCONTINUED)",1970-01-01,2013-07-01,Quarterly,Q,Index 2010=1,Index 2010=1,Seasonally Adjusted,SA,2014-02-05 08:33:02-06,1,3,"OECD descriptor ID: MABMBM01
OECD unit ID: IXOBSA
OECD country ID: EA17

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission."
33,MABMBM01CNM657S,2021-01-12,2021-01-12,"Broad Money, Index for China (DISCONTINUED)",1999-01-01,2013-12-01,Monthly,M,Growth Rate Previous Period,Growth Rate Previous Period,Seasonally Adjusted,SA,2014-03-12 10:54:11-05,4,4,"OECD descriptor ID: MABMBM01
OECD unit ID: GPSA
OECD country ID: CHN

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission."
34,MABMBM01CNA657S,2021-01-12,2021-01-12,"Broad Money, Index for China (DISCONTINUED)",1999-01-01,2013-01-01,Annual,A,Growth Rate Previous Period,Growth Rate Previous Period,Not Seasonally Adjusted,NSA,2014-03-12 10:54:11-05,1,4,"OECD descriptor ID: MABMBM01
OECD unit ID: GPSA
OECD country ID: CHN

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission."
35,MABMBM01CNQ657S,2021-01-12,2021-01-12,"Broad Money, Index for China (DISCONTINUED)",1999-01-01,2013-10-01,Quarterly,Q,Growth Rate Previous Period,Growth Rate Previous Period,Seasonally Adjusted,SA,2014-03-12 10:54:11-05,1,4,"OECD descriptor ID: MABMBM01
OECD unit ID: GPSA
OECD country ID: CHN

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission."
36,OCMZMP,2021-01-12,2021-01-12,Real User Cost Index of MSI-MZM (preferred),1967-01-01,2013-12-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2014-01-17 07:16:40-06,2,2,"Preferred benchmark rate equals 100 basis points plus the largest rate in the set of rates.
Alternative benchmark rate equals the larger of the preferred benchmark rate and the Baa corporate bond yield."
37,MSIM2MA,2021-01-12,2021-01-12,Monetary Services Index: M2M (alternative),1967-01-01,2013-12-01,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted,SA,2014-01-17 07:16:43-06,2,2,"The MSI measure the flow of monetary services received each period by households and firms from their holdings of monetary assets (levels of the indexes are sometimes referred to as Divisia monetary aggregates).
Preferred benchmark rate equals 100 basis points plus the largest rate in the set of rates.
Alternative benchmark rate equals the larger of the preferred benchmark rate and the Baa corporate bond yield."
38,OCM2MP,2021-01-12,2021-01-12,Real User Cost Index of MSI-M2M (preferred),1967-01-01,2013-12-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2014-01-17 07:16:41-06,2,2,"Preferred benchmark rate equals 100 basis points plus the largest rate in the set of rates.
Alternative benchmark rate equals the larger of the preferred benchmark rate and the Baa corporate bond yield."
39,OCMZMA,2021-01-12,2021-01-12,Real User Cost Index of MSI-MZM (alternative),1967-01-01,2013-12-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2014-01-17 07:16:41-06,2,2,"Preferred benchmark rate equals 100 basis points plus the largest rate in the set of rates.
Alternative benchmark rate equals the larger of the preferred benchmark rate and the Baa corporate bond yield."
40,OCM2MA,2021-01-12,2021-01-12,Real User Cost Index of MSI-M2M (alternative),1967-01-01,2013-12-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2014-01-17 07:16:41-06,2,2,"Preferred benchmark rate equals 100 basis points plus the largest rate in the set of rates.
Alternative benchmark rate equals the larger of the preferred benchmark rate and the Baa corporate bond yield."
41,OCM1P,2021-01-12,2021-01-12,Real User Cost Index of MSI-M1 (preferred),1967-01-01,2013-12-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2014-01-17 07:16:42-06,2,2,"Preferred benchmark rate equals 100 basis points plus the largest rate in the set of rates.
Alternative benchmark rate equals the larger of the preferred benchmark rate and the Baa corporate bond yield."
42,MSIM3A,2021-01-12,2021-01-12,Monetary Services Index: M3 (alternative) (DISCONTINUED),1967-01-01,2006-02-01,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted,SA,2013-06-20 16:46:04-05,2,2,"The MSI measure the flow of monetary services received each period by households and firms from their holdings of monetary assets (levels of the indexes are sometimes referred to as Divisia monetary aggregates).
Preferred benchmark rate equals 100 basis points plus the largest rate in the set of rates.
Alternative benchmark rate equals the larger of the preferred benchmark rate and the Baa corporate bond yield."
43,MABMBM01USM661S,2021-01-12,2021-01-12,"Broad Money, Index for the United States (DISCONTINUED)",1959-01-01,2013-12-01,Monthly,M,Index 2010=1,Index 2010=1,Seasonally Adjusted,SA,2014-05-05 09:23:14-05,1,4,"OECD descriptor ID: MABMBM01
OECD unit ID: IXOBSA
OECD country ID: USA

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission."
44,MABMBM01USA661S,2021-01-12,2021-01-12,"Broad Money, Index for the United States (DISCONTINUED)",1959-01-01,2013-01-01,Annual,A,Index 2010=1,Index 2010=1,Not Seasonally Adjusted,NSA,2014-05-05 09:23:14-05,1,4,"OECD descriptor ID: MABMBM01
OECD unit ID: IXOBSA
OECD country ID: USA

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission."
45,MABMBM01USQ661S,2021-01-12,2021-01-12,"Broad Money, Index for the United States (DISCONTINUED)",1959-01-01,2013-10-01,Quarterly,Q,Index 2010=1,Index 2010=1,Seasonally Adjusted,SA,2014-05-05 09:23:13-05,1,4,"OECD descriptor ID: MABMBM01
OECD unit ID: IXOBSA
OECD country ID: USA

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission."
46,MABMBM01CNM659S,2021-01-12,2021-01-12,"Broad Money, Index for China (DISCONTINUED)",1999-01-01,2013-12-01,Monthly,M,Growth Rate Same Period Previous Year,Growth Rate Same Period Previous Yr.,Seasonally Adjusted,SA,2014-03-12 10:54:11-05,1,4,"OECD descriptor ID: MABMBM01
OECD unit ID: GYSA
OECD country ID: CHN

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission."
47,MABMBM01CNA659S,2021-01-12,2021-01-12,"Broad Money, Index for China (DISCONTINUED)",1999-01-01,2013-01-01,Annual,A,Growth Rate Same Period Previous Year,Growth Rate Same Period Previous Yr.,Not Seasonally Adjusted,NSA,2014-03-12 10:54:11-05,1,4,"OECD descriptor ID: MABMBM01
OECD unit ID: GYSA
OECD country ID: CHN

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission."
48,MABMBM01CNQ659S,2021-01-12,2021-01-12,"Broad Money, Index for China (DISCONTINUED)",1999-01-01,2013-10-01,Quarterly,Q,Growth Rate Same Period Previous Year,Growth Rate Same Period Previous Yr.,Seasonally Adjusted,SA,2014-03-12 10:54:11-05,1,4,"OECD descriptor ID: MABMBM01
OECD unit ID: GYSA
OECD country ID: CHN

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission."
49,MABMBM01USA657S,2021-01-12,2021-01-12,"Broad Money, Index for the United States (DISCONTINUED)",1960-01-01,2013-01-01,Annual,A,Growth Rate Previous Period,Growth Rate Previous Period,Not Seasonally Adjusted,NSA,2014-05-05 09:23:15-05,2,4,"OECD descriptor ID: MABMBM01
OECD unit ID: GPSA
OECD country ID: USA

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission."
50,MABMBM01USM657S,2021-01-12,2021-01-12,"Broad Money, Index for the United States (DISCONTINUED)",1959-02-01,2013-12-01,Monthly,M,Growth Rate Previous Period,Growth Rate Previous Period,Seasonally Adjusted,SA,2014-05-05 09:23:14-05,1,4,"OECD descriptor ID: MABMBM01
OECD unit ID: GPSA
OECD country ID: USA

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission."
51,MABMBM01USQ657S,2021-01-12,2021-01-12,"Broad Money, Index for the United States (DISCONTINUED)",1959-04-01,2013-10-01,Quarterly,Q,Growth Rate Previous Period,Growth Rate Previous Period,Seasonally Adjusted,SA,2014-05-05 09:23:14-05,1,4,"OECD descriptor ID: MABMBM01
OECD unit ID: GPSA
OECD country ID: USA

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission."
